IncidentID	Date	Location	Attack type	Weapon	Total killed	Israelis killed	Palestinians killed	Others killed	Total wounded	Israelis wounded	Palestinians wounded	Others wounded	Total casualties	Claimed by	Attributed to	Description	Context	Target type
147	15/02/03	Gaza Strip	Non-suicide attack	Bomb	4	4	0	0	0	0	0	0	4	Hamas/Qassam Brigades		Roadside bomb near Beit Lahia sets tank ablaze, killing 4-man crew.	"-Territories sealed off for Eid al-Adha and Iraq War (193).
-""Shortly after the incident Israeli army bulldozers moved into the area, demolishing three Palestinian homes after evicting their occupants, witnesses said. The army said the buildings were used by the attackers for cover while they planted and set off the bomb.""
-""The military announced... it was extending a closure on the West Bank and Gaza Strip until further notice, citing intelligence warnings [of attacks]."""	Military
148	19/02/03	Israel	Non-suicide attack	Rocket	0	0	0	0	3	3	0	0	3		Hamas/Qassam Brigades	"""Hours after the raid, Hamas fired four rockets on the southern Israeli town of Sderot, just across the Gaza border, injuring three people, the army said."""	Occurred hours after raid on Gaza, which in turn was a response to tank blast (incident ID 147).	Civilian
149	19/02/03	Gaza Strip	Suicide attack	Bomb	1	0	1	0	0	0	0	0	1	Hamas/Qassam Brigades		Bomber blew himself up next to a tank during an Israeli raid. No soldiers were injured.	Retaliation for tank blast and, possibly, for rocket attack on Sderot (148).	Military
150	20/02/03	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	Rockets launched at Sderot again. No damage or injuries this time. Mortars also fired at Morag Jewish settlement. No injuries there, either.	Continuing tit-for-tat	Civilian
151	23/02/03	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	Rockets at Sderot, no damage/injuries, just fear.	"""...despite a massive Israeli operation in Gaza to stamp out the attacks, Israeli security officials said."""	Civilian
152	05/03/03	Israel	Suicide attack	Bomb	16	14	1	1	20				35		Hamas/Qassam Brigades	"Bomber on packed bus in Haifa's central Carmel district. Most victims local high school students, on a US citizen. 2 soldiers also among dead. Wording unclear on whether 15 dead includes bomber so I've assumed it does. Report says ""wounds dozens,"" so the # 20 is arbitrary, as usual.
""Police reported that they found the identity card of Mahmoud Salim Kawasme, 20, of Hebron, who is believed to be the suicide bomber. They said he was a member of Hamas.""
-Later claimed by Hamas (see 2nd source).
-Dead later rose to 16, unsure of nationality, assumed Israeli (see source 201)."	"""Islamic Jihad said in a statement that the bombing was in response to recent IDF operarations in which many Palestinians have been killed in the West Bank and Gaza Strip."""	Civilian
153	07/03/03	West Bank	Non-suicide attack	Gun	4	2	2	0	0	0	0	0	4	Hamas/Qassam Brigades		"""Two Palestinian gunmen dressed as religious Jews barged into a sabbath dinner on Friday, killing a husband and wife, before being shot dead themselves."""	"""The attack came hours after Israeli troops reoccupied a northern chunk of the Gaza Strip.""

Israel kills top Hamas man the next day, perhaps partially in response to this incident and incident 152. See source 201."	Civilian
154	09/03/03	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""Israeli military sources said the four Qassam rockets... caused no damage when they crashed into fields near the southern Israeli town of Sderot."""	"-""The Israeli army re-occupied a buffer zone in the northern end of the Gaza Strip on Thursday [the 6th] to hinder the firing of the Qassams.""
-""In retaliation for the bus bombing, Israeli forces destroyed the home of the suicide bomber and two other Hamas militants killed while carrying out attacks in the region on Friday night.""
-""...the army also destroyed the house of Mohammed Abu Rob, a local leader of the Islamic Jihad militant group, the army said in a statement."""	Civilian
155	10/03/03	West Bank	Non-suicide attack	Gun	1	1	0	0	5	5	0	0	6	Hamas + other		"""Palestinian gunmen shot and wounded an Israeli in the centre of the West Bank town of Hebron late Monday... near the Tomb of the Patriarchs.""

Soldier must have later died. See 2nd source for that and information on wounding, as well as claim of responsibility by Hamas and the PFLP (rival claim)."	Israel later geared up for operation in Hebron as a result of this and other recent attacks there. See source 204.	Military
156	09/04/03	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		A rocket landed in Sderot around 8:30AM. QB claimed it fired four rockets on Sderot.	"""...after an overnight Israeli airstrike in Gaza City killed seven people, including three members of the radical Islamic movement."""	Civilian
157	30/04/03	Israel	Suicide attack	Bomb	3	2	1						3	Hamas/QB + al-Aqsa Martyrs		"Overnight blast in a Tel Aviv bar. Actual date may therefore be 29 April.

See also much later linked source # 254."	"""The Tel Aviv attack was confirmation that the resistance will continue and the suicide bombings will continue. This is not a challenge to to the Abu Mazen [Mahmoud Abbas] government, it is a challenge to the occupation."" Abbas had just become PM and wished to collect all weapons not held by security forces."	
158	09/05/03	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	1		Hamas/Qassam Brigades	"""Palestinian militants fired five rockets from the Gaza Strip towards the southern Israeli town of Sderot, lightly injuring one woman."""	"""The rocket fire came hours after the killing Thursday of Ayad el-Beik, a member of the armed wing of the radical Islamic movement Hamas, in an Israeli army helicopter strike in Gaza City.""

Article says Israel considering ""stronger response"" due to rocket fire.

Generally, Israel very active battling Hamas at this time."	Civilian
159	13/05/03	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	11	11	0	0	11		Hamas/Qassam Brigades	"""Five Jewish settlers and six Israeli soldiers were wounded by Palestinian mortar fire on the southern Gaza Strip settlement bloc of Gush Katif early Tuesday, military sources said.""

I've actually only ASSUMED they were fired by Hamas at this stage. Report says ""manufactured by Hamas."""	Demolition of militants' houses by IDF	Mixed
160	18/05/03	West Bank	Suicide attack	Bomb	8	7	1		20				27		Hamas/Qassam Brigades	"Family said Palestinian ""with close ties to Hamas"" was most likely the bomber. 4 men and 3 women killed. Of 20 injured, 4 seriously.
Bomb on bus 6 in Jewish part of East Jerusalem.

See also source 211 (specifies that 7 were killed in ADDITION to bomber).

Claim shows up in source 213/214 (duplicate card attached to two incidents)."		Civilian
161	18/05/03	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"Again, I'm making ""educated assumption"" that Hamas launched rocket. Report does not specify, though it does mention that QB ""have fired dozens of these rockets on Sderot in recent months.""

Launched at Sderot from Gaza Strip, landed harmlessly in a field."		Civilian
162	17/05/03	West Bank	Suicide attack	Bomb	3	2	1						3	Hamas/Qassam Brigades		Bomber killed couple from Kiryat Arba in Hebron.		Civilian
163	19/05/03	Gaza Strip	Suicide attack	Bomb	1	0	1	0	3	3	0	0	4	Hamas/Qassam Brigades		"""A Palestinian suicide bomber riding a bicycle blew himself up near an Israeli jeep in the Gaza Strip on Monday, lightly injuring three soldiers."""	"""Fourth suicide bombing by Hamas since Saturday evening."""	Military
164	18/05/03	West Bank	Suicide attack	Bomb	1	0	1	0	0	0	0	0	1	Hamas/Qassam Brigades		"""Half an hour [after the bus bomb, see incident 160], a second bomber blew himself up several kilometres away at a roadblock set up by the police.

Only the bomber died in the second blast and there were no other casualties."""		Govt
165	23/05/03	Gaza Strip	Non-suicide attack	Bomb	0	0	0	0	1	1	0	0	1	Hamas/Qassam Brigades		Pipe bomb exploded near a bus carrying 15 settlers from Netzarim in central Gaza Strip to Israel.		Civilian
166	28/05/03	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""Two Kassam rockets hit Sderot on Wednesday afternoon; no one was wounded and no damage reported. Five Kassam rockets have been fired at the town since Tuesday.""

Note that other 3 rockets not mentioned separately. Apparently not even considered newsworthy anymore already by this point. This affects overall comprehensiveness of this database."		Civilian
167	08/06/03	Gaza Strip	Non-suicide attack	Gun	7	4	3		4	4	0		11	All 3 together		Hamas, PIJ, and al-Aqsa claimed JOINT responsibility. Seems there was one assailant from each. Killed 4 soldiers in Erez. 3 assailants killed, too. 4 additional soldiers wounded.	Peace talks and cease-fire talks with Abbas.	Military
168	08/06/03	West Bank	Non-suicide attack	Gun	3	1	2						3		Hamas/QB + PIJ	"""Early Sunday evening, a Nahal Brigade soldier was killed when two terrorists opened fire at a patrol in the casbah of Hebron, not far from the Machpela Cave. [...] The rest of the patrol returned fire at the gunmen, affiliated with Hamas and Islamic Jihad, who were hiding on a roof and killed them."""	"""Road Map"" peace plan, Abbas taking over PA."	Military
169	11/06/03	Israel	Suicide attack	Bomb	17	16	1		93				109	Hamas/Qassam Brigades		"Bomber in ""the heart of West Jerusalem.""

2nd source indicates 16 people killed in addition to bomber."	"-Israeli rocket attack on al-Rantisi yesterday, which Bush, Annan, and others frowned upon. In this report, Bush also issues strong statement against terrorism in general and Hamas in particular. IAF commander later admits they knew al-Rantisi's wife would be killed in strike. See source 230.
-This attack was apparently followed by a counterattack by Israelis in Gaza City, where 7 were killed, including 2 Hamas officials (2nd source). 3rd source: QB leader Yasser Taha one of two officials killed."	Civilian
170	13/06/03	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	Fired at Sderot. Two additional rockets had been fired at town in the past 24 hours.	"""A Hamas member was killed and 26 other people were injured, many of them children, when Israeli helicopter gunships fired missiles at a car in Gaza City late Friday, Palestinian sources told AFP"" (2nd source).

3rd source (JPost) confirms that this was an Israeli counterattack following rocket launches."	Civilian
171	20/06/03	West Bank	Non-suicide attack	Gun	1	1	0	0	3	1	0	2	4	Hamas/Qassam Brigades		Gunmen open fire on car near Jewish settlement Ofra near Ramallah. 1 Israeli killed, 3 people injured, including 2 Americans (have only assumed 3rd was Israeli).	""" 'Ezzedine Al-Qassam claims responsibility as a tribute to our hero prisoners in Nazi-Zionist jails,' the statement said. 'We will not stop the struggle as long as there is one prisoner in the jail of our enemies.' ""

Israel kills ""top Hamas official"" Abdullah Qawasmeh the following day in Hebron (source 229)."	Civilian
172	12/08/03	West Bank	Suicide attack	Bomb	2	1	1		2	2			4	Hamas/Qassam Brigades		"""Palestinian suicide bomber detonated a device he was carrying at a hitchhiking post outside [the West Bank Jewish settlment of] Ariel, killing an 18-year-old Israeli settler and injuring two others."""	Hamas claimed responsibility and said it was reprisal for an Israeli raid the preceding Friday in Nablus that killed 4 Palestinians.	Civilian
173	19/08/03	Israel	Suicide attack	Bomb	19	18	1		120				139	Hamas/QB + PIJ		"Passenger bus in central Jerusalem Tuesday evening.

Not clear if joint attack or competing claims.

Numbers killed and wounded all approximate.

2nd AFP source (same author) from next day suggests 18 victims dead + bomber and estimates 120 wounded."	"Hamas said revenge for killing of 2 Hamas leaders in Nablus in early August as well as a PIJ leader in Hebron (thus sounds like joint attack).

In response: Israel approves series of military strikes. See source 234.

Missile attack against Gaza City Hamas leader (source 235)."	Civilian
174	21/08/03	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		Four rockets fired at Israeli towns.	"""Hamas has vowed to avenge the killing of senior leader Ismail Abu Shanab earlier Thursday. An Israeli helicopter fired five missiles at his car as it slowed down at a speed bump on a busy street in Gaza City. Tens of thousands of supporters took to Gaza's streets after the Israeli missile strike, vowing to avenge Abu Shanab's death."""	Civilian
175	31/08/03	Gaza Strip	Non-suicide attack	Gun	0	0	0	0	1	1	0	0	0	Hamas/Qassam Brigades		"Shooting of Israeli truck driver in southern Gaza Strip near Rafah Yam Jewish settlement.

Not entirely clear if army or civilian truck. Have assumed civilian as no indication given of army."	"QB said it was ""in the frame of our revenge operations."""	Civilian
176	09/09/03	Israel	Suicide attack	Bomb	8	7	1						8	Hamas/Qassam Brigades	Hamas/Qassam Brigades	"Near bus stop near army base near Tel Aviv

Makes no mention of # of injured.

Dead were soldiers (see source 239 for incident 177, which happened shortly thereafter).

Later claimed by Hamas, see source 240."	Israeli attempt to take assassinate Yassin	Military
177	09/09/03	Israel	Suicide attack	Bomb	8	7	1		40				48	Hamas/Qassam Brigades	Hamas/Qassam Brigades	"Late-night attack outside a popular West Jerusalem Cafe.

Hamas later claims attack (241)."	Israeli attempt to assassinate Yassin	Civilian
178	20/10/03	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""Two Qassam rockets, of the type produced by the Palestinian radical group Hamas, crashed into southern Israel late Monday from the Gaza Strip, without causing casualties, military sources said"" (see also incidents 179-80 from same source)."	"""The attacks followed Israeli air raids in Gaza earlier Monday that killed three Palestinians, including two Hamas activists."""	Civilian
179	20/10/03	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""...two mortar rounds were also fired at a Jewish settlement in the Gaza Strip... again without causing injury"" (See incidents 178 and 180 from same source)."	"""The attacks followed Israeli air raids in Gaza earlier Monday that killed three Palestinians, including two Hamas activists."""	Civilian
180	20/10/03	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""a third [mortar round] targeted an Israeli army post in the [Gaza Strip], again without causing injury"" (see incidents 178-9 from same source)."	"""The attacks followed Israeli air raids in Gaza earlier Monday that killed three Palestinians, including two Hamas activists."""	Military
181	24/10/03	Gaza Strip	Non-suicide attack	Gun	4	3	1	0					4	Hamas/QB + PIJ		"""...overnight attack on a Jewish settlement in Gaza that left three Israelis and one of the gunmen dead."""	Continued IDF/IAF attacks on Gaza targets	Civilian
182	26/12/03	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""A Qassam rocket, manufactured by the radical Islamic group Hamas, was fired from the Gaza Strip Friday and landed unexploded in an agricultural field in southern Israel, Israeli military sources said."""	"""The strike took place a day after Israeli helicopter gunships killed two military chiefs of the extremist Islamic Jihad and three civilians in Gaza City."""	Civilian
183	04/01/04	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""Five mortar shells were fired towards the Gush Katif settlement bloc in the Gaza Strip on Sunday, damaging the roof of one house in an attack claimed by the armed wing of the radical Hamas movement.

""An army spokesman said two of the mortars landed inside the Jewish settlement bloc in the southern Gaza Strip , and the other three just outside."""	"""[the Al Qassam Brigades] also claimed responsibility for firing five mortars at Netzarim settlement just south of Gaza City, but there was no confirmation of any such shooting by the Israeli army.

""Israeli military sources said an explosive charge was also discovered close to the border with Lebanon."""	Civilian
184	14/01/04	Gaza Strip	Suicide attack	Bomb	5	4	1	0	7	3	4		12	Hamas/QB + al-Aqsa Martyrs		"""Four Israelis were killed Wednesday when a young Palestinian mother blew herself up at the main border crossing [Erez] between the Gaza Strip and Israel.""

Claimed as joint operation."	"Construction of security fence along West Bank, continued heavy attacks against Hamas targets + targeted killings.

Israel seals off Strip (source 249) and announces return to targeted killings (source 250) in response."	Mixed
185	29/01/04	Israel	Suicide attack	Bomb	11	10	1		48				59	Hamas/QB + al-Aqsa Martyrs		"Bomb on #19 bus during rush-hour in Jerusalem not far from Ariel Sharon's home.

Rival claims of responsibility, w/ al-Aqsa first (on 29th) and Hamas next day (see 2nd source)."	"""[Sharon's] chief spokesman said the attack highlighted the need for Israel's controversial West Bank separation barrier whose legality is to be judged by the International Court of Justice next month."""	Civilian
186	05/03/04	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""A Qassam rocket... exploded Friday in a parking lot in the southern Israeli town of Sderot... police sources said. Some nearby shops suffered minor damage... they said."""	"""Israel hermetically sealed off the West Bank and Gaza Thursday night for the duration of its Purim carnival holiday. Israeli army radio said the closure would be lifted Tuesday.

""Israeli security services were put on maximum alert Thursday for revenge strikes by Hamas as thousands of Palestinian supporters of the group held angry funerals for three of their comrades killed in an air strike the day before."""	Civilian
187	14/03/04	Israel	Suicide attack	Bomb	12	10	2	0	20				32	Hamas/QB + al-Aqsa Martyrs		"Double suicide blast in port in Ashdod

At least 2 later died at the hospital, raising death toll from first source (see 257)."	"""Revenge for killings in Jenin""

""The attack comes amid final preparations for the first ever summit between Israeli premier Ariel Sharon and his Palestinian counterpart Ahmed Qorei which was expected to take place on Tuesday. It was not immediately clear if the meeting would still go ahead.""
-Meeting was then postponed (source 256)."	Civilian
188	22/03/04	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""Palestinian militants fired several home-made rockets toward an Israeli checkpoint in the Gaza Strip late Monday, an apparent response to Israel's killing of Hamas leader Sheik Ahmed Yassin.""

Actually no apparent attribution to or claim by Hamas, but I think it likely enough to include it."	"Sheikh Yassin assassinated earlier same day.

Tanks then moved into northern Gaza Strip in attempt to stop rockets (259)."	Govt
190	03/04/04	West Bank	Non-suicide attack	Gun	2	1	1		0				2			Shooting attack near Jewish settlement in northern West Bank.	Sheikh Yassin assassinated end of past month.	Civilian
191	17/04/04	Israel	Suicide attack	Bomb	1	0	1	0	4	4	0	0	5	Hamas/QB + al-Aqsa Martyrs		"Suicide bomb at an industrial zone near Erez crossing. 4 Israeli ""security workers"" wounded (not clear if military, sounds like maybe security guards for industrial zone?)."	Israel assassinates Hamas leader Rantissi just hours later (262).	Civilian
192	19/04/04	Gaza Strip	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	1		Hamas/Qassam Brigades	"""Four [rockets] landed in and around Jewish settlements in the north of the Strip,"" with one apparently injuring a settler.

An additional rocket landed in Israel. See incident 193."	2 days after Israeli assassination of Hamas leader Rantissi	Civilian
193	19/04/04	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"One rocket (in a barage of 5) landed in Israel just north of Gaza Strip with no injuries or damage reported.

See incident 192 for the other 4 rockets, which landed in Gaza."	2 days after Rantissi killed.	Civilian
194	20/04/04	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	2 rockets landed near Sderot with no injuries/damage. Part of larger barrage that also landed in Gaza Strip. See incident 195.	3 days after Rantissi killing	Civilian
195	20/04/04	Gaza Strip	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""One house in the Gush Katif settlement bloc in the south of the [Gaza Strip] was damaged by the Qassam rockets, while two settlers in the northern settlement of Nissanit were treated for shock after after a rocket landed there.""

2 rockets also landed near Sderot. See incident 194."	3 days after killing of Rantissi	Civilian
196	28/04/04	Gaza Strip	Suicide attack	Bomb	1	0	1	0	4	4	0	0	5	Hamas/Qassam Brigades		"""A Hamas militant was killed and four Israeli soldiers wounded in a suicide car bombing on a Gaza Strip settlement."""	Bit over a week after killing of Rantissi. Israeli plans (from before that event and killing of Yassin) to pull out of Gaza.	Military
197	25/05/04	Gaza Strip	Non-suicide attack	Other/NA	0	0	0	0	2	2	0	0	2	Hamas/Qassam Brigades		"""Two Israeli soldiers were slightly wounded Tuesday when an anti-tank missile exploded near their position on the edge of the Kfar Darom settlement in the central Gaza Strip, Israeli army sources said."""		Military
198	21/06/04	Gaza Strip	Suicide attack	Mortar	2	0	1	1	0	0	0	0	2	Hamas/Qassam Brigades		"Thai worker at Kfar Darom settlement in Gaza died of mortar shrapnel wound.

An assailant was supposed to infiltrate the settlement ""under cover of 'Qassam rockets fired against the settlement,' "" but he failed to get inside, did not detonate, and managed to escape.

1 Palestinian on a tractor killed by Israeli soldiers, I assume by accident caught in crossfire."	Plans to pull out of Gaza.	Mixed
199	27/06/04	Gaza Strip	Non-suicide attack	Bomb	1	1	0	0	5	5	0	0	6	Hamas/Qassam Brigades		"""Palestinian militants set off a massive explosion in a tunnel they had dug underneath an army post in the southern Gaza Strip, military sources said.""

One soldier later died (source 271, also source for incident 200)."	Said was revenge for killing of Yassin and Rantissi	Military
200	28/06/04	Israel	Non-suicide attack	Rocket	2	2	0	0	12	12	0	0	14	Hamas/Qassam Brigades	Hamas/Qassam Brigades	Qassam rockets fired at Sderot hit kindergarten, killing 2 including a 3-year-old.	Israel launches air raid on Gaza City in response (273). Also occupies northern Gaza and pledges to remain there until Israel withdraws from the Gaza strip at the end of 2005.	Civilian
201	29/06/04	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	1		Hamas/Qassam Brigades	Two salvos of Qassams fired. Most caused no damage, while one injured one person in Sderot's industrial zone.	"""Israeli troops moved into the northern Gaza town of Beit Hanun early Tuesday, in an operation that the military said was designed to stop the firing of Qassam rockets, which are named after Hamas's military wing."""	Civilian
202	02/07/04	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	Three Qassams fired into Israel. Two Israelis treated for psychological shock.	Israeli army had moved into northern Gaza a few days earlier in response to a rocket launch on June 28 that killed 2 in Sderor (see incident 200).	Civilian
203	31/08/04	Israel	Suicide attack	Bomb	18	16	2		80				98	Hamas/Qassam Brigades		2 bombers, 2 buses in Beersheva.	"Comes after a long period of quiet as heightened security and intense Israeli attacks on Hamas had made attacking Israel increasiongly difficult.

In response, Israel seals off Hebron (278), blows up home of one suicide bomber and ""partly destroys"" that of the other (279), and threatens a strike against Syria (280). (Hamas external political leadership resident in Damascus.)"	Civilian
204	07/09/04	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	Rocket landed harmlessly in Sderot.	"""Hamas supporters [had] immediately called for revenge attacks after the raid by Israeli combat aircraft on a football pitch where the Hamas members were undergoing military training."""	Civilian
205	08/09/04	Israel	Non-suicide attack	Bomb	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""Palestinian militants managed to fire seven rockets Wednesday. They struck Israel's southern Negev desert without causing casualties, although a factory was reported damaged."""	Troops entered northern Gaza Strip overnight (either Tuesday or Wednesday or both) in response to rockets Tuesday (see incident 204). Escalation continues on Israeli side (source 283).	Civilian
206	20/09/04	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		Rocket landed in Sderot w/ no casualties	"The ""Hamas movement... said it was a first response to the killing of one of its fighters in an Israeli air strike in Gaza City late Sunday.""

""Israeli troops withdrew from the northern Gaza Strip earlier this month after an operation designed to put an end to the near daily firing of Qassams, which take their name from Hamas' armed wing."""	Civilian
207	27/09/04	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"3 rockets. ""Two of the missiles hit the town of Sderot and damaged a warehouse while the third struck a communal farm, or kibbutz, without hurting anyone, the [police] sources said."""	"""Israel's army has stepped up its raids into the Gaza Strip in recent months to try to prevent the firing of rockets at Israel."""	Civilian
208	29/09/04	Israel	Non-suicide attack	Rocket	2	2	0	0	23	23			25	Hamas/Qassam Brigades		2 children died in hospital of wounds sustained when rocket landed in Sderot. 4 rockets landed there in total.	"Rocket attack ""capped a day of violence in which seven Palestinians were shot dead by Israeli troops in the occupied territories."""	Civilian
209	27/10/04	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	1 rocket hits uninhabited sector of s. Israel	Recent pull-out of n. Gaza after heavy Israeli offensive	Civilian
210	28/10/04	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	4	4	0	0	4	Hamas/Qassam Brigades		"""Four Israeli soldiers were wounded Thursday in a mortar attack on an army base near a Jewish settlement in the southern Gaza Strip claimed by the radical Palestinian movement Hamas."""	"""Morag, which lies to the north of the southern Palestinian town of Rafah, is one of 21 Gaza settlements which are due to be dismantled next year as part of Prime Minister Ariel Sharon's controversial disengagement plan."""	Military
211	31/10/04	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	1	1	0	0	1	Hamas/Qassam Brigades		"""Dan Amiel, 19, of Kfar Darom was fighting for his life Sunday night after being wounded by shrapnel when a mortar shell exploded in the settlement on Sunday morning.""
""The shell was one of 17 mortar shells fired at settlements in central and southern Gaza during the morning."""	"""The sharp increase in the mortar attacks comes a week after the army launched Operation King's Court in the Khan Yunis refugee camp in an attempt to distance the mortar fire from settlements."""	Civilian
212	09/11/04	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	4	4	0	0	4	Hamas/Qassam Brigades		4 mortars fired. 4 Israeli soldiers to hospital after 2 apparent mortar shells landed in Nissanit settlement.		Mixed
213	29/11/04	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	2 Qassams landed harmlessly in Negev desert.	Recent death of Arafat. See incident 214, too.	Civilian
214	29/11/04	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	Mortar landed in Netzarim settlement in s. Gaza causing minor damage, no injuries reported.	Recent death of Arafat. See incident 213 for rocket attack same day.	Civilian
215	10/12/04	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	2	2	0	0	2	Hamas/Qassam Brigades		"5 Mortars fired by Hamas at Neve Dekalim settlement, injuring ""at least 2."""	Palestinian scrambling to find Arafat successor and avoid civil war.	Civilian
216	12/12/04	Gaza Strip	Non-suicide attack	Bomb	4	4	0	0	12	12	0	0	16	Hamas/QB + al-Aqsa Martyrs		"""Four Israeli soldiers were killed Sunday when Palestinian militants blew up a tunnel under an army post in Gaza"""	"""Jailed intifada leader Marwan Barghuti pulled out of the Palestinian elections.""

The explosion... triggered a fierce bout of fighting which left at least one Palestinian civilian dead."""	Military
217	14/12/04	Gaza Strip	Non-suicide attack	Mortar	1	0	0	1	2	0	0	2	3	Hamas/Qassam Brigades		One Thai woman killed and two other Thai workers injured in mortar attack on Ganei Tal settlement in s. Gaza Strip.		Civilian
218	14/12/04	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	1	Hamas/Qassam Brigades		"An Israeli soldier was wounded. He ""was on duty inside Israel, close to the security fence on the border with Gaza.""

Not known if military specifically targeted, but if rocket aimed at area right near fence, this is most probable."		Military
219	02/01/05	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	1	Hamas/Qassam Brigades		"""spate of rocket attacks which injured one civilian in the southern Israeli town of Sderot.""

""the Ezzedine al-Qassam Brigades said in a statement it fired three rockets at Sderot at around 6:30 am (0430 GMT).""

Army said at least 2 fired at Sderot. 4 launched over weekend."	"Pullout from Gaza planned for end 2005.

Response: Israeli incursion into northern Gaza Strip.

See related attack incident 220."	Civilian
220	02/01/05	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	1	1	0	0	1	Hamas/Qassam Brigades		Mortar explosion critically wounds man in Erez industrial zone in northern Gaza Strip.	See related attack incident 219 as well as its context notes.	Civilian
221	05/01/05	Gaza Strip	Non-suicide attack	Rocket	0	0	0	0	12	12	0	0	12	Hamas/Qassam Brigades	Hamas/Qassam Brigades	12 soldiers wounded in rocket attack on IDF base near northern border (not clear which side, think within Gaza.	See incidents 222-3	Civilian
222	05/01/05	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""At least 10 mortar shells were fired at settlements in Gush Katif and in the northern Gaza Strip on Wednesday.""

None wounded."	See incidents 221 and 223.	Civilian
223	05/01/05	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""...two Kassam rockets were fired at Sderot and Kibbutz Givim in the western Negev. No one was wounded in any of the attacks, but damage was caused to some 20 homes on the kibbutz."""	See incidents 221-2	Civilian
224	13/01/05	Israel	Suicide attack	Bomb	9	6	3		4	4			12	Hamas + other		"6 (source 303) Israelis killed in bombing/shooting attack with 3 assailants who blew themselves up at the Karni cargo crossing (""Gaza's main lifeline"") between Israel and southern Gaza.
Bombers were from Al Aqsa, Qassam Brigades, and Popular Resistance Committees.

Not sure on location (could have technically been within Gaza Strip, as it was a border crossing)."	"1st suicide attack since election of Mahmoud Abbas.

Israel seals off strip in response, holds off on retaliation to give Abbas ""a chance to reign in violent groups"" (303)."	Civilian
